Code,Name,Descrption,Note,Quantity,Man-Hours,Total Man-Hours
8600 070.130.140.850,SKM-ETAP  - Load Flow ,ELEC E&D - Calcs/Analysis - SKM-ETAP  - Load Flow ,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - Load Flow ,0,0,0
8600 070.130.150.850,SKM-ETAP  - Arc Flash ,ELEC E&D - Calcs/Analysis - SKM-ETAP  - Arc Flash ,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - Arc Flash ,0,0,0
8600 070.130.160.850,SKM-ETAP  - Protective Relay Coordination ,ELEC E&D - Calcs/Analysis - SKM-ETAP  - Prot Relay Coord ,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - Protective Relay Coordination ,0,0,0
8600 070.130.170.850,SKM-ETAP  - Harmonics,ELEC E&D - Calcs/Analysis - SKM-ETAP  - Harmonics,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - Harmonics,0,0,0
8600 070.130.990.000,Specialty/Other,ELEC E&D - Calcs/Analysis - Specialty/Other,Electrical Engineering and Design - Calculations and Analysis - Specialty/Other,0,0,0
8600 070.140.000.000,Lists and Schedules ,ELEC E&D - Lists and Schedules ,Electrical Engineering and Design - Lists and Schedules ,0,0,0
8600 070.140.010.000,Electrical Equipment List,ELEC E&D - Lists/Schedules - Elec Equip List,Electrical Engineering and Design - Lists and Schedules  - Electrical Equipment List,1,0,0
8600 070.140.020.000,Power/Control Cable Schedule,ELEC E&D - Lists/Schedules - Power/Cntrl Cable Schedule,Electrical Engineering and Design - Lists and Schedules  - Power/Control Cable Schedule,0,0,0
8600 070.140.030.000,Load List,ELEC E&D - Lists/Schedules - Load List,Electrical Engineering and Design - Lists and Schedules  - Load List,0,0,0
8600 070.140.040.000,Hazardous Area Equipment Certification List,ELEC E&D - Lists/Schedules - Hazard Area Equip Cert List,Electrical Engineering and Design - Lists and Schedules  - Hazardous Area Equipment Certification List,0,0,0
8600 070.140.990.000,Specialty/Other,ELEC E&D - Lists/Schedules - Specialty/Other,Electrical Engineering and Design - Lists and Schedules  - Specialty/Other,0,0,0
8600 070.150.000.000,Purchase Requisitions,ELEC E&D - Purchase Requisitions,Electrical Engineering and Design - Purchase Requisitions,0,0,0
8600 070.150.010.000,Generator,ELEC E&D - Purchase Reqs - Generator,Electrical Engineering and Design - Purchase Requisitions - Generator,1,0,0
8600 070.150.020.000,Transformer (Medium Voltage),ELEC E&D - Purchase Reqs - Transformer (Medium Voltage),Electrical Engineering and Design - Purchase Requisitions - Transformer (Medium Voltage),1,0,0
8600 070.150.030.000,MCC (Low Voltage),ELEC E&D - Purchase Reqs - MCC (Low Voltage),Electrical Engineering and Design - Purchase Requisitions - MCC (Low Voltage),0,0,0
8600 070.150.040.000,MCC (Medium Voltage),ELEC E&D - Purchase Reqs - MCC (Medium Voltage),Electrical Engineering and Design - Purchase Requisitions - MCC (Medium Voltage),0,0,0
8600 070.150.050.000,Switchgear (Low Voltage),ELEC E&D - Purchase Reqs - Switchgear (Low Voltage),Electrical Engineering and Design - Purchase Requisitions - Switchgear (Low Voltage),0,0,0
8600 070.150.060.000,Switchgear (Medium Voltage),ELEC E&D - Purchase Reqs - Switchgear (Medium Voltage),Electrical Engineering and Design - Purchase Requisitions - Switchgear (Medium Voltage),0,0,0
8600 070.150.070.000,VFD (Low Voltage),ELEC E&D - Purchase Reqs - VFD (Low Voltage),Electrical Engineering and Design - Purchase Requisitions - VFD (Low Voltage),0,0,0
8600 070.150.080.000,VFD (Medium Voltage),ELEC E&D - Purchase Reqs - VFD (Medium Voltage),Electrical Engineering and Design - Purchase Requisitions - VFD (Medium Voltage),0,0,0
8600 070.150.090.000,Wiring & Installation,ELEC E&D - Purchase Reqs - Wiring & Installation,Electrical Engineering and Design - Purchase Requisitions - Wiring & Installation,0,0,0
8600 070.150.100.000,AC UPS System,ELEC E&D - Purchase Reqs - AC UPS Sys,Electrical Engineering and Design - Purchase Requisitions - AC UPS System,0,0,0
8600 070.150.110.000,DC UPS System,ELEC E&D - Purchase Reqs - DC UPS Sys,Electrical Engineering and Design - Purchase Requisitions - DC UPS System,0,0,0
8600 070.150.120.000,Motors (Low Voltage),ELEC E&D - Purchase Reqs - Motors (Low Voltage),Electrical Engineering and Design - Purchase Requisitions - Motors (Low Voltage),0,0,0
8600 070.150.130.000,Motors (Medium Voltage),ELEC E&D - Purchase Reqs - Motors (Medium Voltage),Electrical Engineering and Design - Purchase Requisitions - Motors (Medium Voltage),0,0,0
8600 070.150.140.000,MCC/Control Building,ELEC E&D - Purchase Reqs - MCC/Cntrl Bldg,Electrical Engineering and Design - Purchase Requisitions - MCC/Control Building,0,0,0
8600 070.150.150.000,Panel Boards,ELEC E&D - Purchase Reqs - Pnl Boards,Electrical Engineering and Design - Purchase Requisitions - Panel Boards,0,0,0
8600 070.150.160.000,Nav Aids,ELEC E&D - Purchase Reqs - Nav Aids,Electrical Engineering and Design - Purchase Requisitions - Nav Aids,0,0,0
8600 070.150.170.000,Heat Tracing,ELEC E&D - Purchase Reqs - Heat Tracing,Electrical Engineering and Design - Purchase Requisitions - Heat Tracing,0,0,0
8600 070.150.980.000,Construction,ELEC E&D - Purchase Reqs - Const,Electrical Engineering and Design - Purchase Requisitions - Construction,1,0,0
8600 070.150.990.000,Specialty/Other,ELEC E&D - Purchase Reqs - Specialty/Other,Electrical Engineering and Design - Purchase Requisitions - Specialty/Other,0,0,0
8600 070.160.000.010,Modeling,ELEC E&D - Model,Electrical Engineering and Design - Modeling,0,0,0
8600 070.160.010.770,ACAD - Major Equipment,ELEC E&D - Model - ACAD - Major Equip,Electrical Engineering and Design - Modeling - ACAD - Major Equipment,1,0,0
8600 070.160.020.770,ACAD - Cable Tray,ELEC E&D - Model - ACAD - Cable Tray,Electrical Engineering and Design - Modeling - ACAD - Cable Tray,0,0,0
8600 070.160.030.770,ACAD - Lighting,ELEC E&D - Model - ACAD - Lighting,Electrical Engineering and Design - Modeling - ACAD - Lighting,0,0,0
8600 070.160.040.770,ACAD - Electrical,ELEC E&D - Model - ACAD - Elec,Electrical Engineering and Design - Modeling - ACAD - Electrical,0,0,0
8600 070.160.050.730,PDMS - Major Equipment,ELEC E&D - Model - PDMS - Major Equip,Electrical Engineering and Design - Modeling - PDMS - Major Equipment,0,0,0
8600 070.160.060.730,PDMS - Cable Tray,ELEC E&D - Model - PDMS - Cable Tray,Electrical Engineering and Design - Modeling - PDMS - Cable Tray,0,0,0
8600 070.160.070.730,PDMS - Lighting,ELEC E&D - Model - PDMS - Lighting,Electrical Engineering and Design - Modeling - PDMS - Lighting,0,0,0
8600 070.160.080.730,PDMS - Electrical,ELEC E&D - Model - PDMS - Elec,Electrical Engineering and Design - Modeling - PDMS - Electrical,1,0,0
8600 070.160.090.920,LEICA - Laser Scanning,ELEC E&D - Model - LEICA - Laser Scanning,Electrical Engineering and Design - Modeling - LEICA - Laser Scanning,0,0,0
8600 070.160.100.720,LFM - Laser Scanning,ELEC E&D - Model - LFM - Laser Scanning,Electrical Engineering and Design - Modeling - LFM - Laser Scanning,0,0,0
8600 070.160.110.670,CARS - Cable and Tray Modeling,ELEC E&D - Model - CARS - Cable and Tray Model,Electrical Engineering and Design - Modeling - CARS - Cable and Tray Modeling,1,0,0
8600 070.170.000.000,Drawings,ELEC E&D - Dwgs,Electrical Engineering and Design - Drawings,0,0,0
8600 070.170.010.770,Drawing Index,ELEC E&D - Dwgs - Drawing Index,Electrical Engineering and Design - Drawings - Drawing Index,1,0,0
8600 070.170.020.770,General Notes,ELEC E&D - Dwgs - General Notes,Electrical Engineering and Design - Drawings - General Notes,1,0,0
8600 070.170.030.770,As-Built ,ELEC E&D - Dwgs - As-Built ,Electrical Engineering and Design - Drawings - As-Built ,1,0,0
8600 070.170.040.770,Demolition,ELEC E&D - Dwgs - Demolition,Electrical Engineering and Design - Drawings - Demolition,1,0,0
8600 070.170.050.770,One Line Diagrams,ELEC E&D - Dwgs - One Line Diags,Electrical Engineering and Design - Drawings - One Line Diagrams,4,0,0
8600 070.170.060.770,Motor Control Center (MCC) Elevations,ELEC E&D - Dwgs - Motor Cntrl Center (MCC) Elev,Electrical Engineering and Design - Drawings - Motor Control Center (MCC) Elevations,0,0,0
8600 070.170.070.770,Block Diagrams,ELEC E&D - Dwgs - Block Diags,Electrical Engineering and Design - Drawings - Block Diagrams,0,0,0
8600 070.170.080.770,Panel Schedules,ELEC E&D - Dwgs - Pnl Schedules,Electrical Engineering and Design - Drawings - Panel Schedules,0,0,0
8600 070.170.090.770,Motor Schematics,ELEC E&D - Dwgs - Motor Schematics,Electrical Engineering and Design - Drawings - Motor Schematics,0,0,0
8600 070.170.100.770,Wiring Diagrams,ELEC E&D - Dwgs - Wiring Diags,Electrical Engineering and Design - Drawings - Wiring Diagrams,0,0,0
8600 070.170.110.770,Plans - Electrical Hazardous Area Classification,ELEC E&D - Dwgs - Plans - Elec Hazard Area Class,Electrical Engineering and Design - Drawings - Plans - Electrical Hazardous Area Classification,0,0,0
8600 070.170.120.770,Sections/Details - Electrical Hazardous Area Classification,ELEC E&D - Dwgs - Sections/Details - Elec Hazard Area Class,Electrical Engineering and Design - Drawings - Sections/Details - Electrical Hazardous Area Classification,0,0,0
8600 070.170.130.770,Electrical Equipment - Plans,ELEC E&D - Dwgs - Elec Equip - Plans,Electrical Engineering and Design - Drawings - Electrical Equipment - Plans,0,0,0
8600 070.170.140.770,Plans - Lightning Protection,ELEC E&D - Dwgs - Plans - Lightning Protection,Electrical Engineering and Design - Drawings - Plans - Lightning Protection,0,0,0
8600 070.170.150.770,Sections/Details - Lightning Protection,ELEC E&D - Dwgs - Sections/Details - Lightning Protection,Electrical Engineering and Design - Drawings - Sections/Details - Lightning Protection,0,0,0
8600 070.170.160.770,Grounding - Plans,ELEC E&D - Dwgs - Grounding - Plans,Electrical Engineering and Design - Drawings - Grounding - Plans,0,0,0
8600 070.170.170.770,Grounding - Sections/Details,ELEC E&D - Dwgs - Grounding - Sections/Details,Electrical Engineering and Design - Drawings - Grounding - Sections/Details,0,0,0
8600 070.170.180.770,Cable Tray - Plans ,ELEC E&D - Dwgs - Cable Tray - Plans ,Electrical Engineering and Design - Drawings - Cable Tray - Plans ,0,0,0
8600 070.170.190.770,Cable Tray - Sections/Details,ELEC E&D - Dwgs - Cable Tray - Sections/Details,Electrical Engineering and Design - Drawings - Cable Tray - Sections/Details,0,0,0
8600 070.170.200.770,Conduit/Cable - Plans ,ELEC E&D - Dwgs - Conduit/Cable - Plans ,Electrical Engineering and Design - Drawings - Conduit/Cable - Plans ,0,0,0
8600 070.170.210.770,Conduit/Cable - Sections/Details,ELEC E&D - Dwgs - Conduit/Cable - Sections/Details,Electrical Engineering and Design - Drawings - Conduit/Cable - Sections/Details,0,0,0
8600 070.170.220.770,Lighting - Plans ,ELEC E&D - Dwgs - Lighting - Plans ,Electrical Engineering and Design - Drawings - Lighting - Plans ,0,0,0
8600 070.170.230.770,Lighting - Sections/Details,ELEC E&D - Dwgs - Lighting - Sections/Details,Electrical Engineering and Design - Drawings - Lighting - Sections/Details,0,0,0
8600 070.170.240.770,Heat Tracing - Plans ,ELEC E&D - Dwgs - Heat Tracing - Plans ,Electrical Engineering and Design - Drawings - Heat Tracing - Plans ,0,0,0
8600 070.170.250.770,Heat Tracing - Sections/Details,ELEC E&D - Dwgs - Heat Tracing - Sections/Details,Electrical Engineering and Design - Drawings - Heat Tracing - Sections/Details,0,0,0
8600 070.170.260.770,Building Floor Plan,ELEC E&D - Dwgs - Bldg Floor Plan,Electrical Engineering and Design - Drawings - Building Floor Plan,0,0,0
8600 070.170.270.770,Building Elevations,ELEC E&D - Dwgs - Bldg Elev,Electrical Engineering and Design - Drawings - Building Elevations,0,0,0
8600 070.170.280.730,PDMS DRAFT - Major Equipment,ELEC E&D - Dwgs - PDMS DRAFT - Major Equip,Electrical Engineering and Design - Drawings - PDMS DRAFT - Major Equipment,1,0,0
8600 070.170.290.730,PDMS DRAFT - Cable Tray,ELEC E&D - Dwgs - PDMS DRAFT - Cable Tray,Electrical Engineering and Design - Drawings - PDMS DRAFT - Cable Tray,0,0,0
8600 070.170.300.730,PDMS DRAFT - Lighting,ELEC E&D - Dwgs - PDMS DRAFT - Lighting,Electrical Engineering and Design - Drawings - PDMS DRAFT - Lighting,0,0,0
8600 070.170.310.730,PDMS DRAFT - Electrical,ELEC E&D - Dwgs - PDMS DRAFT - Elec,Electrical Engineering and Design - Drawings - PDMS DRAFT - Electrical,0,0,0
8600 080.000.000.000,Process Engineering and Design,Process Eng and Design,Process Engineering and Design,0,0,0
8600 080.110.000.000,Reports and Studies,PROC E&D - Reports and Studies,Process Engineering and Design - Reports and Studies,0,0,0
8600 080.110.010.000,Controls and Operating Philosophy,PROC E&D - Reports/Studies - Cntrls and Oper Philosophy,Process Engineering and Design - Reports and Studies - Controls and Operating Philosophy,1,0,0
8600 080.110.020.000,ESD System Philosophy,PROC E&D - Reports/Studies - ESD Sys Philosophy,Process Engineering and Design - Reports and Studies - ESD System Philosophy,1,0,0
8600 080.110.030.000,Options Study,PROC E&D - Reports/Studies - Options Study,Process Engineering and Design - Reports and Studies - Options Study,0,0,0
8600 080.110.040.000,Configuration Study,PROC E&D - Reports/Studies - Configuration Study,Process Engineering and Design - Reports and Studies - Configuration Study,0,0,0
8600 080.110.050.000,Sensitivity Analysis,PROC E&D - Reports/Studies - Sensitivity Analysis,Process Engineering and Design - Reports and Studies - Sensitivity Analysis,0,0,0
8600 080.110.060.000,Process Optimization,PROC E&D - Reports/Studies - Process Optimization,Process Engineering and Design - Reports and Studies - Process Optimization,0,0,0
8600 080.110.070.000,Relief System Design Basis,PROC E&D - Reports/Studies - Relief Sys Design Basis,Process Engineering and Design - Reports and Studies - Relief System Design Basis,1,0,0
8600 080.110.080.000,Hydraulic Study,PROC E&D - Reports/Studies - Hydraulic Study,Process Engineering and Design - Reports and Studies - Hydraulic Study,0,0,0
8600 080.110.090.000,Flare/Radiation/Dispersion Study,PROC E&D - Reports/Studies - Flare/Radiation/Disp Study,Process Engineering and Design - Reports and Studies - Flare/Radiation/Dispersion Study,0,0,0
8600 080.110.100.000,Troubleshooting,PROC E&D - Reports/Studies - Troubleshooting,Process Engineering and Design - Reports and Studies - Troubleshooting,0,0,0
8600 080.110.110.000,Debottlenecking,PROC E&D - Reports/Studies - Debottlenecking,Process Engineering and Design - Reports and Studies - Debottlenecking,0,0,0
8600 080.110.120.000,Process Description,PROC E&D - Reports/Studies - Process Description,Process Engineering and Design - Reports and Studies - Process Description,0,0,0
8600 080.110.130.000,Process Design Package/Process Technology Package,PROC E&D - Reports/Studies - Process Design/Tech Package,Process Engineering and Design - Reports and Studies - Process Design Package/Process Technology Package,0,0,0
8600 080.110.990.000,Specialty/Other,PROC E&D - Reports/Studies - Specialty/Other,Process Engineering and Design - Reports and Studies - Specialty/Other,0,0,0
8600 080.120.000.000,Datasheets and Specifications,PROC E&D - Datasheets and Specs,Process Engineering and Design - Datasheets and Specifications,0,0,0
8600 080.130.000.000,Calculations and Analysis,PROC E&D - Calculations and Analysis,Process Engineering and Design - Calculations and Analysis,0,0,0
8600 080.130.010.000,Heat & Mass Balance,PROC E&D - Calcs/Analysis - Heat & Mass Balance,Process Engineering and Design - Calculations and Analysis - Heat & Mass Balance,0,0,0
8600 080.130.020.000,PSV Scenario/Rate Determination,PROC E&D - Calcs/Analysis - PSV Scenario/Rate Determination,Process Engineering and Design - Calculations and Analysis - PSV Scenario/Rate Determination,0,0,0
8600 080.130.030.000,Relief/Vent/Blowdown,PROC E&D - Calcs/Analysis - Relief/Vent/Blowdown,Process Engineering and Design - Calculations and Analysis - Relief/Vent/Blowdown,1,0,0
8600 080.130.040.000,Gas Treatment,PROC E&D - Calcs/Analysis - Gas Treatment,Process Engineering and Design - Calculations and Analysis - Gas Treatment,0,0,0
8600 080.130.050.000,Production/Separation,PROC E&D - Calcs/Analysis - Production/Separation,Process Engineering and Design - Calculations and Analysis - Production/Separation,0,0,0
8600 080.130.060.000,Vessel Sizing,PROC E&D - Calcs/Analysis - Vessel Sizing,Process Engineering and Design - Calculations and Analysis - Vessel Sizing,0,0,0
8600 080.130.070.000,LACT,PROC E&D - Calcs/Analysis - LACT,Process Engineering and Design - Calculations and Analysis - LACT,0,0,0
8600 080.130.080.000,Export Pipeline Capacity,PROC E&D - Calcs/Analysis - Export Pipeline Capacity,Process Engineering and Design - Calculations and Analysis - Export Pipeline Capacity,0,0,0
8600 080.130.090.690,VISUAL FLOW,PROC E&D - Calcs/Analysis - VISUAL FLOW,Process Engineering and Design - Calculations and Analysis - VISUAL FLOW,1,0,0
8600 080.130.100.940,HYSYS-PROMAX - Process Simulations/Equipment Sizing,PROC E&D - Calcs/Analysis - HYSYS-PROMAX,Process Engineering and Design - Calculations and Analysis - HYSYS-PROMAX - Process Simulations/Equipment Sizing,1,0,0
